id,author,text,like_count,timestamp,parent
Ugy1nYVDQ1P9y2ZD3AV4AaABAg,@taifamily1026,"Ballon d'Or=.   NO Existiert...

Ballon d'Or=  Mafia Football 🤮🤮🤮🤮",0,1758672000,root
UgxZnrA7Giddq8slr7p4AaABAg,@mostafarzik4965,Achraf Hakimi ballon d'or.,0,1758672000,root
UgwbKQ9vYP_2fakJACZ4AaABAg,@pump742,"Putin il a réussi à me faire verser des larmes l'enflure de Dembouz 🤣 !!! Magnifique discours , très touchant , sincère et authentique , humble et altruiste , un grand Homme avec une belle personnalité, en plus d'être un joueur au talent exeptionnel . Ballon d'or amplement mérité ! ❤💙",25,1758672000,root
Ugx5aLSy_7nUwUqLcD14AaABAg,@franckb4520,Par contre elle est obligé de tirer la gueule sa mère ..? Je veux pas voir sa tête quand quand elle reçoit une mauvaise nouvelle 😮😩,0,1758672000,root
UgyRZ1FKCvvyN6V3seF4AaABAg,@mostafarzik4965,Achraf Hakimi ballon d'or,0,1758672000,root
UgxB3gCnjZspoUBeYMJ4AaABAg,@arnaudlcz5489,C’est exceptionnel,0,1758672000,root
UgygeAMV49o3JtKR04h4AaABAg,@mostafarzik4965,Achraf Hakimi ballon d'or.,0,1758672000,root
UgyqSim5Jbdr8giUHtZ4AaABAg,@mostafarzik4965,أشرف حكيمي من يستحقها ،فرنسا تعيش العنصرية بكل تجلياتها. أشرف حكيمي فاز بقلوبنا وهي أهم هدية .,0,1758672000,root
UgxzRuym5wMjmrfemG94AaABAg,@setyoutomo3617,Translate to Indonesia please,1,1758672000,root
UgwUJNANXNmswOst6wF4AaABAg,@bozroro,Bonsoir la magouille,0,1758672000,root
Ugzn8kwLaNwdcgS8Lxt4AaABAg,@timosmusic,"Dembélé au même rang que Chevtchenko, Ronaldinho, Zidane, Ronaldo R9, Nedved, Van basten, Rivaldo, Weah, Baggio, etc... 
Désolé, mais faut pas avoir beaucoup de poils pour ne pas y voir un probleme",0,1758672000,root
Ugzg6TYgZMirdICSTV14AaABAg,@jacquesdeloche4277,On n'a pas vu madame Pélicot !!!,0,1758672000,root
Ugz7za55O3DFMGYvnMF4AaABAg,@rafalanche4183,la grande classe,0,1758672000,root
Ugx1OW0_2XLhN6Uv1Nt4AaABAg,@cortixavier1406,"Bravo pour ta saison. Mérité. Ce qui est bien c’est que tu es sorti de l’indiscipline pour adopter une attitude positive. 
Après, ce ne sera pas un ballon d’or intemporel. Dans quelques années on l’oubliera. Mais il ne l’a volé à personne. Pour devenir un grand joueur, il doit encore se construire. Ce discours larmoyant où il est incapable de se maitriser montre qu’il est encore fragile. Son mental doit s’endurcir par une vision plus large du foot, du sport, du dépassement, des valeurs. Là, il n’est pas sorti de son cousin et son meilleur ami ! Vision un peu limité du petit gars de quartier ! Va falloir se dépasser et voir plus loin ! Bon courage",0,1758672000,root
UgyBAYMKPSwbaGswjdl4AaABAg,@PatriceGuei-s5n9u,Bien joué mon frère et merci encore et encore,0,1758672000,root
UgwDNS_o7r4G8z2bDBV4AaABAg,@romain2879,"Ne pas citer Platini et se citer elle meme ,alors que je croyais que c etait une bodybuildeuse 😂😂😂😂",0,1758672000,root
Ugz5QAcPT3-dL1nHTZJ4AaABAg,@rosenfeld68,Un homme simplement humble qui mérite bien ce trophée aujourd’hui,1,1758672000,root
Ugxvg7ztK6EIBd4_Sap4AaABAg,@MirageX47,franchement je pensais pas qu'il ferait encore plus plaisir que celui de Benzema,1,1758672000,root
UgwvglMhjS8mcAq5APV4AaABAg,@HenryJm-mx2ip,Discours impeccable et on voit qu’il est sincère c’est mérité bravo ousmane,0,1758672000,root
UgwFAmxhYTIK7yspjhx4AaABAg,@Laviedeschoix,Et Ousmane ballon d’or,0,1758672000,root
Ugx-Nup_Xkkjc26urel4AaABAg,@giy6132,"Exercice pour le prochain discours de ballon d’or😉 Apprendre à utiliser des synonymes d exceptionnel : incroyable, fantastique, génial, hors du commun.",0,1758672000,root
Ugx-Nup_Xkkjc26urel4AaABAg.ANPZMfui_6eANPf9pG0wFz,@Marwan-_-7m,Mieux vaut être ballon d’or plutôt que de jouer le prof sur YouTube,0,1758672000,Ugx-Nup_Xkkjc26urel4AaABAg
Ugx-Nup_Xkkjc26urel4AaABAg.ANPZMfui_6eANPg6BAPfrJ,@giy6132," @Marwan-_-7m  ousmane est devenu ballon d or en cherchant tjs a s ameliorer ! pas en retournant les critiques en mode "" quand tu seras footballeur pro tu pourras parler""",0,1758672000,Ugx-Nup_Xkkjc26urel4AaABAg
Ugx-Nup_Xkkjc26urel4AaABAg.ANPZMfui_6eANR2y8Q22cX,@K.alaoui-n6s,"​ @Marwan-_-7m  hhhh karghouli moussekh , tu'es  partout entrain de commenter pour le macaque , mnt on sait ce que toi tu fais dans la vie 😂😂😂😂",1,1758758400,Ugx-Nup_Xkkjc26urel4AaABAg
UgyMHC83gEY3FnuJTCd4AaABAg,@Melaine-c4y,🎉🎉,0,1758672000,root
UgyHxhrmcbx3EZtEEwl4AaABAg,@braveanzembe4568,Il ne faut jamais désespérer dans la vie Bravo à toi Ous tu le mérite,0,1758672000,root
UgxUX_L1qCiUdiEuVUR4AaABAg,@ChristRoi-h9g,"Jaime beaucoup Dembele surtout pour son atitude, son calme. Mais je pense pas qu'il soit plus fort que Yamal",0,1758672000,root
UgyDwBsO_H_N0QX8WwR4AaABAg,@MirageX47,moi je trouve ça géniale le nombre de joueurs du PSG dans le top,0,1758672000,root
UgyjQAm4uUjY26Qmk594AaABAg,@EleonoreMythlya,"Bravo mr Dembelé... Vraiment bravo, je suis marseillaise de ❤️, mais bravo, même si Marseille a gagné hier, franchement c'est une honte d'avoir mis se match hier soir... Pour une petite victoire de Marseille, mais pour moi sans saveur... Bravo à Vithinia à qui je pensais qu'il aurait eu le ballon d'or, c'était pour moi le favori...",0,1758672000,root
Ugw9z1Luj6XjDN-rIcN4AaABAg,@levygomes1847,"Congrats, Ousmane!",0,1758672000,root
Ugy_OU8l3PoF5s3PjLN4AaABAg,@DieuvouluraisonBadjira,c'est l'Afrique qui est contente.,0,1758672000,root
Ugwtr5-6o_WtuifLAVt4AaABAg,@BAWERES,J'ai pleuré avec lui,1,1758672000,root
UgxsajwwGnVW729FTRt4AaABAg,@JanvionTshibangu,La fierté des noirs,1,1758672000,root
Ugwta0-0LQJ3XCFUxPh4AaABAg,@MadjidHocineMadjik,"je suis pas fan du psg mais ousmane le mérite , bravo",0,1758672000,root
Ugz95RNf7gev6cd72nl4AaABAg,@LMTV583,❤,0,1758672000,root
Ugz6TzK1KlUYwqkj4OB4AaABAg,@DANDan-o5m6l,"Bravo dembele,,,,yamal trop arrogant",0,1758672000,root
UgyCeurDJ7ygAWgWMdx4AaABAg,@sbcsinsever4508,"Di c'était moi à endecider j'aurais donner dois ballon,  je crois que les deux le méritent 
Félicitations à dembele",0,1758672000,root
Ugxky1t_481WlZY5Rtx4AaABAg,@JeuneMillionnaire1,Félicitation Dembele tu as le droit et tu le mérite,1,1758672000,root
UgyFuO_2-2lExzK4yDR4AaABAg,@perfect8024,Le ballon d'or le plus émouvant ....,1,1758672000,root
UgwF6JcJRiBReYeQz3F4AaABAg,@MickevabouAgna,Félicitation à lui.  Il l'a bien mérité sans  commentaire,0,1758672000,root
Ugw2sRa4r5q3wDTS-rR4AaABAg,@NicoM21,"J’ai toujours trouvé Dembélé très talentueux mais je n’aurais jamais imaginé qu’un jour il obtiendrait un ballon d’or 😄 
Bravo à lui et j’espère qu’il continuera à gagner d’autres titres dans sa carrière! 👏🏾",0,1758672000,root
Ugy96R5puoSIQTlhIVt4AaABAg,@dorianbenitah4777,JE T’AIME OUSMANE OF MY LIFE 🤍,0,1758672000,root
UgwL0TusOJPD-2Xn1RJ4AaABAg,@laurevernet3926,Il les mérite tellement il la tous  gagner cette année il la fait mieux que mbappe,0,1758672000,root
UgyDgRpZIyJumaz-6Jl4AaABAg,@2ssidbou980,Quel classement !😒🥱,0,1758672000,root
UgxVfkCpqiK4fktWEil4AaABAg,@JavierGonzalez-yp7td,"Ballon d’or très mérité pour Dembélé, je suis content pour lui car il a été traité très injustement lorsqu’il jouait au Barça, surtout par la presse proche du Real Madrid. C’est sans aucun doute le meilleur joueur français et il a été le meilleur du monde la saison dernière. Les supporters du Barça doivent applaudir Ousmane, mais nous verrons sûrement Lamine en gagner plusieurs, il a toute sa carrière devant lui et il est déjà à un niveau supérieur quand on parle de qualité avec le ballon. Le comportement de certaines personnes hier pendant la cérémonie laisse à désirer, ce n’est pas un stade, il faut respecter certaines formes.",0,1758672000,root
Ugz4YhTSh8tJyoa3Pu94AaABAg,@exode-p4q,"Ce moment restera gravé dans l’histoire du football, bravo Ousmane 👏👏👏",0,1758672000,root
Ugy7JuR7PGJ5UBrNBe54AaABAg,@SEYDOUBA-ds2ll,"Quand DEMBELE pleure ce n'est pas pour magnifier uniquement ce titre, il pleure parce qu 'il se rappelle de tous ces moments de frustration, de dénigrement, toutes ces personnes qui ne croyaient pas en lui, qui doutaient de sa capacité de remonter et de gagner ce prix; ces larmes sont la résultante de toutes ces émotions et la consécration de ce trophée.",0,1758672000,root
UgxeCWj26uF2AIsBYg14AaABAg,@fourfour7168,they let too many streamers in there lol,0,1758672000,root
UgxZ0885AgJmZX_pXyR4AaABAg,@juniorkugblenu3300,Il le mérite,0,1758672000,root
UgyNo_B3wzsRQ1xMXZl4AaABAg,@VincentVierin,Bravo Ousmane pour ce ballon d'or 🏆,0,1758672000,root
UgxIYl6_3783SZBMysB4AaABAg,@kankoefolligan4265,Suis-je le seul à voir qu'il y a eu une crise entre Ousmane et sa mère. Et que ça l'a fragilisé ?,1,1758672000,root
UgxTmmwGn52HRff4t014AaABAg,@ChazyCHaze1234,C’est les émotions,0,1758672000,root
Ugze_OHb3B57MCHMYzd4AaABAg,@exode-p4q,Meritez Absolu😍,0,1758672000,root
UgzByYmi4SLekA8va4d4AaABAg,@AbdellatifBennouby,"C'est injuste. Hakimi mérite le ballon d'or, Dembele ce n'est pas le joueur wow, mais c'est la France on vous connait mieux même  si Hakimi score plus de 150 buts, le ballon reste tjrs français. Pour nous les Marocains Hakimi et le Meilleur joueur.",1,1758672000,root
UgzwXb2hoY7Rrho2Rox4AaABAg,@danielnkunda8697,Congrats!!! What an inspiration!!!,0,1758672000,root
UgwYxzn0ryiXmcw8vk94AaABAg,@Tttui-x4p,❤🎉,0,1758672000,root
UgxAmGK2g22vmXkkLoZ4AaABAg,@IsaasJoachim,Les Barcelonais ça fait des années que le ballon d'or a fuit toujours votre camp.,0,1758672000,root
UgyCPRRSmncFxIxaHOx4AaABAg,@MoussaOuédraogo-x4o,"J'ai appris comme leçon que la réussite d'un homme est la conjugaison de plusieurs efforts en commençant par la famille, nos proches et toute une ville. Félicitations Ousmane, tu le mérites amplement.",1,1758672000,root
UgwO28bYJDLcQoQfIIJ4AaABAg,@Levainqueur-w9b,Il n'est pas le seul français d'avoir remporté le Ballon d'or dans un club français ;J.pierre Papin l'a remporté 1991 avec l'Olympique Marseille.,0,1758672000,root
UgwO28bYJDLcQoQfIIJ4AaABAg.ANPVXeweRfoANPXNw7zMvO,@rimamc2597,Papin méritait le ballon d'or et plus......Hakimi est meilleur......vivement qu il quitte ce club ingrat.......vous verrez la performance du PSG sans Hakimi......ce sera comme avec le trio des tocards argentins et brésilien.,0,1758672000,UgwO28bYJDLcQoQfIIJ4AaABAg
Ugx2BzdrYFJur_k9MYR4AaABAg,@MardochéeMbounga,"Beaucoup d'émotion !!!
Bravo Ousmane",0,1758672000,root
UgwzGGppfZbHMKETA6R4AaABAg,@IsaasJoachim,Dembelé sacré ballon d'or France football là tout le monde est d'accord.,0,1758672000,root
UgySld7181SJW4YpUEB4AaABAg,@Le-Crokmitaine,"Quand on pense que Neymar n’a pas eu le BD, voir Ousmane l’emporte montre bien le niveau actuel",0,1758672000,root
UgxUTsvEfJeaybRXOFd4AaABAg,@famas4548,"La une du jour c'est le ballon d'or de Dembele, ca parle même pas de l'OM, les pauvres pour une fois qu'ils gagnent contre le PSG 😂😂😂",0,1758672000,root
UgwkA0UvVO4BpTVkBM94AaABAg,@JulieGuilaineMafo,C’est merité pour ousmane . Yamal est encore jeune il a du temps a gagner une prochaine fois. Par contre le classement de raphina je ne suis pas d’accord. Il méritait le top 3,0,1758672000,root
Ugyq0QCC1KEr2vUpG254AaABAg,@legolas28558,Hakimi 6ème c'est incompréhensible 😮,0,1758672000,root
UgwBIQya50Ukk4hcPTJ4AaABAg,@ShuceibYussuf,He is best talent in his generation he deserves to win it more than everybody else ❤️❤️❤️😊,5,1758672000,root
UgzV0VC1S6T5g1Wmz2N4AaABAg,@naoufal5490,"le ballon d'or le plus sale, nul et. corrompu de l'histoire.
Dembélé n'y est pour rien, le sale argent qatari oui.",0,1758672000,root
UgwJdAwu_wvPjV0-BrN4AaABAg,@Prométhée2980,Quelle escroquerie !,0,1758672000,root
Ugw_HTw2Xn1YIH8KfYV4AaABAg,@AndySoum,Il me plait bien son esprit est pure,0,1758672000,root
UgzjdVu4hH1B26oncFB4AaABAg,@adrienbaptista8129,Bon bah alors ils ont ou les pro YAMAL 🤣🤣🤣🤣 Et OUSMANE BALLON DE ORO ET OUSMANE BALLON D’OR BANDE DE ZIG vous avez vraiment cru que votre Messi de wish pouvez prendre le ballon d’or à Dembelé 😂 sur ceux la bise vive le PSG LA FRANCE ❤,0,1758672000,root
UgxMLjfA1Gz0MYwbcnp4AaABAg,@alexistouet,"En plus d´avoir fait une saison maginifique, il donne un très beau discours, très respecteux, et émouvant. Un beau ballon d´or.",0,1758672000,root
UgydsCysweP8_BZAsYV4AaABAg,@HassaneSouleymane-q1c,🎉🎉,0,1758672000,root
UgwbTF9y3I13biZPn0d4AaABAg,@IdrisBakri-s9k,Are all comments written by france,0,1758672000,root
UgxuRS_JSsHN2dX3Js54AaABAg,@Elfenomeno-z7y,"❤❤free freePalestine ❤❤
❤❤free free GAZA ❤❤",0,1758672000,root
Ugy1NYcjM7iEYBYFLv94AaABAg,@Elfenomeno-z7y,"Franchement aucun mot sur le génocide perpétré sur les palestiniens par @Israël à sa tête @Netanyahu le bourreau de l'humanité, ce joueur n'a aucune dignité pour moi de plus on aime tous Oussman mais Franchement y'en a marre de ces pseudos musulmans aucune humanité ils ne pensent qu'à leurs propre personne",0,1758672000,root
Ugy1NYcjM7iEYBYFLv94AaABAg.ANPThBBEPB-ANPckcdo5Jg,@yagomteali6845,"Quand tu parles des musulmans, ta lutte est décrédibiliser immédiatement 
En effet ce n'est pas tous les musulmans qui ont une même attitude, ou bien une même pensée génocidaire
En plus, c'est musulman ne sont pas plus génocidaire que les Israéliens eux-mêmes
Bref qu'est-ce que je veux dire, tout individu qui est capable d'ôter la vie à un autre, ne mérite pas d'être soutenu
Aucune ambition ne doit être justifié par un crime...
Depuis le Continent 
Je suis Barcelonais, mais eh Ousmane ballon d'or 😅",0,1758672000,Ugy1NYcjM7iEYBYFLv94AaABAg
Ugy1NYcjM7iEYBYFLv94AaABAg.ANPThBBEPB-ANPk9rpK9dk,@Elfenomeno-z7y,​ @yagomteali6845 tu as écris tout un texte mais on n'y comprend pas grand chose !😢,0,1758672000,Ugy1NYcjM7iEYBYFLv94AaABAg
Ugx_sCsGn3DoNTgIpI54AaABAg,@Jeanpascal_pers,Magnifique ton discours félicitations à toi !,0,1758672000,root
Ugzg77bXOw2zYpDFiMh4AaABAg,@MalalaTania,Let our African men shining ❤,0,1758672000,root
Ugw4-PWG5ZA7cyNuQn94AaABAg,@delacroixjr,Le meilleur la vdm,0,1758672000,root
Ugy66brdlUFp7oFUlP94AaABAg,@samLago-e3t,donc pour etre ballon d'Or il faut quoi en fin de compte Akimi,0,1758672000,root
Ugy66brdlUFp7oFUlP94AaABAg.ANPTR6GDH9dANPePruFbsd,@yagomteali6845,"Pourquoi vous êtes foncièrement mauvais vous les supporters d'Hakimi ?
Posons-nous les bonnes questions, si c'est vraiment le favoritisme 
Le président du PSG est-il un arabe oui ou non ? 
Entre Ousmane et Hakimi qui est donc plus proche culturellement du président du PSG ?
Si on prenait les choses par le même bout que vous, vous pensez que Ousmane devait être dans les petits papillons du président du PSG ?
Bon arrêtez votre malhonnêteté, ce garçon a mérité son ballon d'or, il faut seulement voir son parcours la saisons dernière pour comprendre.
Petite précision je suis un barcelonais radical...",0,1758672000,Ugy66brdlUFp7oFUlP94AaABAg
UgyRRNBoZLClpudjJB54AaABAg,@PawelRybak-ee9qw,Maman n'est pas du tout contente,0,1758672000,root
UgzhWOjdGTE9e318OHB4AaABAg,@MoufidadouAFODA,Félicitation grand ❤❤❤ tres fier de toi,0,1758672000,root
UgwDSX38P34xUtJk8M14AaABAg,@naj_z,"Fun mum, looks so excited and happy for him.",0,1758672000,root
UgwKdywRSZqrPDDwSMp4AaABAg,@fredrickpulh7162,🤔...Roulez boule la ⚽... Tenebon 🔥... Tobezen 🏀🌏🥣🏌️💫⚡🍓🪇🐎🏄🏝️🧃😇🤧🤗☕🍹🦐🥂👐👏,0,1758672000,root
UgwQZzVHNbFxkuZ2gBJ4AaABAg,@MoufidadouAFODA,Mon gar u le mérite ❤❤,0,1758672000,root
UgzTxDs2DHvAEskvi_14AaABAg,@yannmossabaii2020,"c'est un vrai joueur humble, sincère, tout quoi ....",0,1758672000,root
UgzMWD1fMO4-z8XWySh4AaABAg,@IscovSmart18,"Si quelqu'un m'avait dit un jour que OUSMANE DEMBELE serait Ballon d'Or un jour, je dirais faux. Mais voilà ça. Dans la vie rien n'est impossible. Félicitations à toi Bro.❤❤❤❤❤",0,1758672000,root
UgyOJKvuHVQGkt5rWSJ4AaABAg,@BarthélémyYETMO,Enfin un ballon d'or qui est à sa place,0,1758672000,root
Ugx-g77goJ8Rrk9cWZt4AaABAg,@promodernops5980,Que bueno que mencionó a su mejor amigo que siempre estuvo apoyándole ❤,0,1758672000,root
Ugx-g77goJ8Rrk9cWZt4AaABAg.ANPSskfAtslANPVlrOiVEi,@glodibatumana4899,Kylian Mbappé,0,1758672000,Ugx-g77goJ8Rrk9cWZt4AaABAg
Ugwxsp1U_Hweb4Bt1h54AaABAg,@charletupingane8904,Félicitations Ousmane 🎉🥳,0,1758672000,root
Ugwi0NBgVK-m2LhikeF4AaABAg,@teknikoss,Yamal n’a qu’à bien se tenir,0,1758672000,root
Ugy-DIdzvA6UIWMtRZ94AaABAg,@sarahmeagher,"Et dire qu'il n'avait jamais été dans le top 30 du BO et la seule année où il est nominé, il le remporte",0,1758672000,root
UgxEtpUJeqePeR8kXlN4AaABAg,@hakimhassani6882,1:13 Non c’est les 5 premiers dembele hakimi lautaro raphinia lamin yamal,0,1758672000,root
UgwRxWufa6wjGwD8Exl4AaABAg,@thefoot93-u1w,La tête de Lamine Yamal 😂😂😂,0,1758672000,root
UgzNcaGtNx89Wb43ckV4AaABAg,@PrinceArzu,🇧🇩,0,1758672000,root
UgwstMk2YaD8-xn9FEJ4AaABAg,@KeitaAmidou-j6o,🎉🎉🎉❤,1,1758672000,root
Ugz2QazNwlXesGWoxvd4AaABAg,@AbdallahMoug,JBL 😂,0,1758672000,root
UgwaJGRgfxILHjipI4N4AaABAg,@lafermeducoin11a,"Perso, je l'aurais donné à Antoine Dupont !!!",1,1758672000,root
UgwaJGRgfxILHjipI4N4AaABAg.ANPSTw0BMeGANPXC_eIyRC,@ChazyCHaze1234,😂,0,1758672000,UgwaJGRgfxILHjipI4N4AaABAg
Ugwi-f2HEl7vqYJdiiJ4AaABAg,@hakimhassani6882,Vithinia 6 eme,0,1758672000,root
Ugx6Z6A_oJyaWk7Ds9x4AaABAg,@SelectBijoux,Tôt ou tard tu l'aura tu le mérite,0,1758672000,root
UgxiCzq6e_Py9VkpW_N4AaABAg,@albertgope6580,Toutes mes félicitations ousmane. Un joueur très douée et humble,0,1758672000,root
UgxbHYmTKSl7Jc0ZvhB4AaABAg,@tahataha-y8s,"Yamal is the best player,faute d,arbitrage,le psj n,aurait pas la coupe devant le barca,mais tout s'achete avec   le gaz,",0,1758672000,root
UgwwciO_3eGaQN_J_Ud4AaABAg,@perlan8231,Voleur du ballon d or car ses résultats ne sont pas meilleurs qu Achraf Hakimi et tout est clair,0,1758672000,root
UgyRIhPlOvrBBiRlWNR4AaABAg,@Philippe-d7y,Pourquoi il pleuré ?,0,1758672000,root
UgxQtpwoQA4SQgZ7Rkl4AaABAg,@blackyoda2507,"La mère de Demdélé n’a pas esquissé le moindre sourire. Son visage terne, froid, presque insensible, m’a frappé. Ce visage reflète la dureté que beaucoup d’enfants affrontent dans leur quotidien. Et je comprends aujourd’hui pourquoi certains grandissent perdus, dans une atmosphère où il manque l’affect maternel.",0,1758672000,root
UgxQtpwoQA4SQgZ7Rkl4AaABAg.ANPRnRzubJnANPXKioIsx9,@ChazyCHaze1234,Mec je pense qu’elle est stressée comme jamais. Et je vois quand même de l’émotion,0,1758672000,UgxQtpwoQA4SQgZ7Rkl4AaABAg
UgwVURzUcYkiMKGQ3VB4AaABAg,@namnamou9832,Merci au Qatar !,0,1758672000,root
UgwTpaHtWWNVZFBKmfd4AaABAg,@lemined9366,"Bravo, mérité !",0,1758672000,root
UgwvocXXUXcUJz9o8G14AaABAg,@Ismaël1erOkombi,félicitation bro,1,1758672000,root
UgxptOCbVzrIU4Sff294AaABAg,@mtoure79,C'est Exceptionnel !!! Exceptionnel !!!.,0,1758672000,root
Ugx0_BCCak4VyBApWLJ4AaABAg,@Cador84000,Corruption dembele remerci le qatar 😂😂😂,0,1758672000,root
UgySaHBi3wwY-g7DnMB4AaABAg,@Bhouris-poker,Hakimi pas top 10 honteux,0,1758672000,root
UgwVqy2LeiM0V2Bbfgd4AaABAg,@ibrahimadeh7916,Nos mamans qui ont vécu en Europe sont de braves dames ont leur dois toutes remerciements c’est pas facile d’élever un enfant en Europe 🎉,0,1758672000,root
UgwutX_WjF2ligTntj54AaABAg,@ledessinateurclassique8878,"Très émouvant, bravo Monsieur !",0,1758672000,root
UgxmQam_pPIz1eulwjF4AaABAg,@juliancasado1885,"On écoute le plateaux du média français sport n°1 et on comprend pourquoi le foot français est tellement merdique « oui Yamal quand même » « ha Yamal dis donc quel joueur » « Yamal c’est meilleur que Dembele sur la saison »
Et puis dans deux jours nouveaux plateau « olala le foot français alors hein. Vincent Labrune oulala. L’arbitrage. Les droits à l’international »",0,1758672000,root
UgwR8mbOyYk_Gh9fjEF4AaABAg,@Foufoufoot2039,"Ousmane Dembele:<< Avec mon meilleur Ami depuis 4-5 ans, on a tout fais ensemble, on a tout vecu ensemble(et il erase une larme d´émotion)... Il ma suivi parout et voilá... jusqu´á la fin on sera ensemble lui et moi>>... Je croyais ke le mec avait épousé une femme!!!!
En tout cas... Mes felicitation pour le ballon d´or Ousmane....",0,1758672000,root
Ugz2fu-stzdBXCo3dsl4AaABAg,@geronimodalton7693,Donc tu fais quelques moi bien et tu as un ballon d or bah dis donc le foot il a changé 😂,0,1758672000,root
UgyOq4ZWlxXlK5q7RiJ4AaABAg,@phanx5050,"Très beau discours émouvant, respect a toi et ton parcours 🎉🎉",0,1758672000,root
UgwTWIHOrOdy_BRRuRh4AaABAg,@MohammedNekhla,Bravo dembele,0,1758672000,root
Ugy6lMdCrNNPVvmEFpd4AaABAg,@bennysonkmelion9,Bravo Ousmane,0,1758672000,root
UgyeFQjjShplQgLjfcB4AaABAg,@jeromevictoria6575,"Honteux,Dembele aux pieds carrés ballon d'or,c'est un scandale, quand on compare Dembelé à Pelé, Cruyf, Platini, Maradona, ronhaldino, on se fout de qui? j'ai ma petite idée du pourquoi Dembelé est élu ballon d'or, quand on compare un Dembelé à un Lamine Yamal, c'est le monde à l'envers, pauvre football, ce Football actuel devient du n'importe quoi",0,1758672000,root
UgwGhUZK4Eq6jx57Vu94AaABAg,@RabenandrasanaLucien,❤❤❤❤,0,1758672000,root
UgyXe_n3l1Hy5-tQBH94AaABAg,@HassanNour-rw5tn,Ousmane Dembélé  🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤,0,1758672000,root
UgyoLT4Qo0_9B6GQ_J94AaABAg,@dareyasore-m3b,デンベレ最高！,0,1758672000,root
UgwijSA6skIX7Ruq8ph4AaABAg,@RobertLikoko-g7j,"T’es meilleur Ousmane, tu l’as mérité chef",4,1758672000,root
UgxuaIJ_bdxPgaVTUdh4AaABAg,@yakedouan-ru4di,🎉❤😂,0,1758672000,root
Ugzv9RZMJ5nCDPocPEJ4AaABAg,@georgesgrouyet5668,Peut-être l'occasion de retirer définitivement le voile de sa femme ???,0,1758672000,root
UgwI_3YNkRF3i2Db21V4AaABAg,@ibrahimadeh7916,Moi je n’arrive vraiment pas à comprendre ´ Raphinha méritait au moins la 2ème place,0,1758672000,root
Ugy9l0YY1m7uprA1Cll4AaABAg,@AliouSallDiedhiou,Alhamdoulillah de ma part pour Ousmane Dembelé,0,1758672000,root
UgzMBNQxhoSpFBsvGMl4AaABAg,@atsushimurasakibara619,Le football qui gagne,0,1758672000,root
UgyMVSAEojKicqgRYG94AaABAg,@Nowiz89,"Même pas un mot pour Yamal, c'est pas très classe.",0,1758672000,root
UgxrW0YXSwq0V2Qdqal4AaABAg,@Daraphun31,This is very fair ❤❤❤,0,1758672000,root
Ugx8L_tmcRBBURmqMfZ4AaABAg,@aguiboudiallo5440,"Voilà ce que déteste ceux qui sont nourris de haine et d’hypocrisie, c’est à dire le bonheur des autres voire les autres vivre des moments comme ça 
Félicitations À OUSMANE DEMBELE ET SA FAMILLE",0,1758672000,root
UgxH4xUcmwcYrE5YmQF4AaABAg,@Daraphun31,Well deserved 💯,0,1758672000,root
Ugz9w0yBnTLjRsu9SVR4AaABAg,@LuceroDelAlba369,"Es la muerte del fútbol, si un mediocre como persona y como futbolista puede ganar el premio, sólo podemos pensar que es puro marketing. Hay mil jugadores muchísimo mejores en TODAS las grandes ligas, su mayor éxito es ser del país que da el premio 😂😂😂",0,1758672000,root
UgwVUzvJJFaZbs0n_GV4AaABAg,@Maroki212,"Hakimi méritait une jolie place de 3eme voir 4eme mais bon 
Dembele le génie incompris prsn ne pensait qu’il aurait eu un ballon d’or un jour en voyant comment c’était au barça
Il a déjoué tt les pronostiques magnifique joueur",0,1758672000,root
Ugzng4pFL7zo8panFRZ4AaABAg,@marcducrocq84,je pense qu'il trouve que ce qui lui arrive est exceptionnel,0,1758672000,root
Ugz7V9ENcwEcXzAMGsN4AaABAg,@marcuskaz2195,"Mettre Vitinha devant Mohamed Salah c'est du Gros n'importe quoi.... Et Mpabbe en 7eme position ????
Je comprends pourquoi le Real s'en passe de cette institution incompétent",0,1758672000,root
UgwxPZpxvlVWT916Vb94AaABAg,@AhmatMoazal,❤❤❤❤❤❤,0,1758672000,root
UgwrrehR6HHki7gMApJ4AaABAg,@mousdial,Il m'a ému de ouf l'enflure. Très beau discours. Plein d'émotions et de sincérité. Ballon d'or mérité. 🙏🏾,1,1758672000,root
Ugyl8dCanpux7VLCed54AaABAg,@DavidManzambi-q5f,"Félicitations Héro 
Quand Dembelé parle vous sentez un ESPRIT ÉTERNEL , HUMBLE, RECONNAISSANT ET DIGNE D'UN GRAND LEADER EN LUI.",2,1758672000,root
Ugz896GyWffosYD6RfJ4AaABAg,@SaydulloMirzabadalov,Йамал котогди олсин,0,1758672000,root
UgylhDiLLv98atCgnfJ4AaABAg,@yohanangoh8966,Le meilleur joueur du monde ❤ on t’aime ousmane,0,1758672000,root
UgywoBvuGNqA7Ky2wx94AaABAg,@parcevalgbaguidi724,Ikéfoué,0,1758672000,root
UgywUcW9itiyzI08YDp4AaABAg,@SokhnaBa-v6y3e,Like si vous aimez dembele,1,1758672000,root
